,title,text
930,"1.104 Hektare Sawah di Banggai Alami Kekeringan, Bupati Amirudin Turun Tangan","Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI - BupatiBanggai Amirudin meninjau area persawahan yang mengalami kekeringan di KecamatanToili dan Moilong, KabupatenBanggai , Sulawesi Tengah, Minggu (11/2/2024). Dampak kekeringan mencakup 1.104 hektare lahan persawahan yang terdiri dari 883 hektare di KecamatanToili dan 221 hektare di Kecamatan Moilong. Kondisi kekeringan terbagi menjadi kategori ringan 790 haktare dan kategori sedang mencapai 314 hektare. Sedangkan kategori berat dan puso tidak terjadi. Bupati Amirudin didampingi pimpinan OPD terkait secara langsung meninjau situasi di Desa Tirtasari dan Desa Sentral Timur, serta bendungan Singkoyo, pada Minggu (11/2/2024). Kunjungan ini merupakan tindak lanjut dari upaya penanganan kekeringan dengan direncanakan pembuatan Jaringan Irigasi Air Tanah (JIAT) atau sumur suntik. Serta bantuan alkon untuk mengatasi kekeringan sawah, termasuk bantuan gabang (selang pompa air) sepanjang 800 meter. Tindakan ini mencerminkan komitmen Pemerintah KabupatenBanggai dalam menghadapi tantangan kekeringan dan memberikan solusi konkret untuk masyarakat petani. Bupati Amirudin bersama dengan tim terkait terus berupaya untuk memastikan keberlangsungan pertanian di daerah tersebut. (*) "
361,"Malam Natal di Banggai Sulteng, Sinergitas TNI-Polri Gelar Apel Gabungan","luwuk–Kepolisian Resor (Polres) Banggai menggelar apel gabungan kesiapan pelaksanaan tugas pengamanan ibadah malam Natal yang dilaksanakan di halaman Mapolsek Luwuk, Minggu (24/12/2023) malam.Apel yang dipimpin Kabag Opspolres banggaiKompol Esti Prasetyo Hadi SH, SIK, dihadiri para perwira dan Bintara TNI-Polri.Dalam arahannya, Kompol Esti Prasetyo, mengatakan, seluruh personel gabungan TNI-Polri agar melaksanakan tugas dengan rasa ikhlas dan penuh tanggung jawab.“Sasaran patroli yakni gereja yang melaksanakan ibadah natal, Kantor KPU, Bawaslu dan lokasi keramaian,” ungkapnya.Ia meminta personel yang melaksanakan patroli agar berkomunikasi dengan panitia gereja serta para jemaat untuk bersama-sama menjaga kondusifitas kamtibmas.“Saya minta rekan-rekan semua dapat melaksanakan tugasnya dengan baik. Berikan rasa aman dan nyaman bagi saudara-saudara kita yang melaksanakan ibadah malam natal,” terangnya.Dikatakan, apel gabungan ini sebagai wujud sinergitas TNI-Polri untuk dalam menjaga dan menciptakan situasi kamtibmas selama Natal dan Pemilu serentak  "
411,Jatanras Polres Banggai Amankan Terduga Pelaku Penganiayaan Karyawan MACF Finance,"Polresbanggai.com –polres banggaimengamankan seorang pemuda berinisial HK (22) seorang pengemudi ojek online, warga Kelurahan Simpong KecamatanluwukSelatan, diduga telah melakukan penganiayaan terhadap korban bernama Arifin Hasan (40) warga Desa Sayambongin Kecamatan Nambo.kapolres banggaiAKBP Ade Nuramdani melalui Kasat Reskrim AKP Tio Tondy membenarkan hal tersebut.“Terduga pelaku inisial HK diamankan pada hari Senin (8/1/2024) sekitar pukul 18.00 Wita, dirumahnya di Jalan Trans 7, Simpong,” katanya.Peristiwa penganiayaan itu sendiri terjadi di Kompleks Pasar Simpong Luwuk Selatan, pada hari Jumat (15/12/2023) sekitar pukul 17.00 Wita, diduga saat korban menagih anggsuran sepeda motor kepada pelaku.“Saat itu pelapor menemui terlapor yang merupakan konsumen MACF Finance untuk melakukan tagihan sepeda motor. Dan terlapor mengatakan bahwa motor tersebut sudah lunas dan BPKB ada dirumahnya,” terang Kasat.Saat pelapor menunjukan bukti angsuran sepeda motor terlapor, tetiba terlapor mengajak pelapor untuk berkelahi. Seketika itu, HK langsung memukul pelapor dengan tangan terkepal mengenai bibir bagian bawah dan berdarah.Saat ini pelaku HK sudah diamankan di Mapolres Banggai untuk menjalani pemeriksaan lebih lanjut.*HumasPolresBanggai "
510,"Pemkab Banggai Salurkan Bantuan Beras, Sasar 27.364 Penerima Manfaat","Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI -Wakil Bupati Wabup Banggai, Furqanuddin Masulili, secara simbolis melepas penyaluran cadangan beras pemerintah, di Kantor Bupati Banggai, Kecamatan Luwuk Selatan, Senin (29/1/2024). Kepala Dinas Ketahanan Pangan Banggai, Alfian Djibran, mengatakan bantuan cadangan beras ini berasal dari Cadangan Pangan Pemerintah. ""Alhamdulillah Kabupaten Banggai termasuk salah satu kabupaten yang paling cepat menyalurkan bantuan ini,"" kata Alfian. Dijelaskan, Bulog bersama pemerintah daerah akan menyalurkan kepada 27.364 Keluarga Penerima Manfaat atau KPM di 24 kecamatan di Kabupaten Banggai. Jumlah beras yang disalurkan sebanyak 60 kilogram selama 6 bulan per KPM. Sementara itu, WakilBupatiBanggai , Furqanuddin Masulili, menyampaikan bahwa masalah pangan merupakan masalah yang sangat mendasar dalam kehidupan masyarakat. ""Yang paling utama di sini adalah bagaimana penyaluran ini betul-betul sesuai dengan data yang sudah kita tetapkan agar menyasar kepada KPM,"" tegasnya. Inisiatif ini bertujuan untuk mengurangi pengeluaran bagi penerima bantuan pangan, serta memastikan keberlangsungan akses pangan bagi masyarakat yang membutuhkan. ""Hal ini dilaksanakan tentu dengan tujuan mengatasi inflasi. Ini sangat luar biasa, 6 bulan ke depan mudah-mudahan lonjakan harga pangan kita teratasi,"" harap Furqanuddin. Program ini bukan hanya merupakan bentuk tanggung jawab pemerintah terhadap kesejahteraan masyarakat, tetapi juga sebagai langkah strategis dalam membangun ketahanan pangan yang berkelanjutan di Kabupaten Banggai. (*) "
644,4 Polisi di Banggai Jalan Kaki 3 Hari Kawal Logistik Pemilu ke Wilayah Pelosok,"Sulawesi Tengah4 Polisi di Banggai Jalan Kaki 3 Hari Kawal Logistik Pemilu ke Wilayah PelosokHafis Hamdan -detikSulselJumat, 09 Feb 2024 07:50 WIBFoto: Polisi di Banggai, Sulteng jalan kaki 3 hari kawal distribusi logistik Pemilu ke wilayah pelosok, (Dok. Istimewa)Banggai-Empat personel PolresBanggai, Sulawesi Tengah (Sulteng) berjalan kaki selama 3 hari mengawal logistik Pemilu ke wilayah pedalaman. Selain itu, ada aparat TNI, PPS, KPPS dan Panwas yang ikut dalam perjalanan.""Pengawalan logistik Pemilu yang terdiri dari kotak dan surat suara serta dokumen lainnya ini dilakukan sebagai wujud komitmen Polri meyukseskan pesta demokrasi,"" kata Kapolsek Pagimana AKP Makmur kepada wartawan, Jumat (9/2/2024).Keempat polisi tersebut masing-masing Aiptu Frets Adolof Rombot, Bripka Agus Tongkasi, Brigpol Mohammad Rifandi Yasin dan Brigpol I Gede Aryadi Oka. Mereka mulai berjalan kaki menuju TPS Desa Baloa Doda, Kecamatan Pagimana pada Kamis (8/2).""Karena jaraknya yang cukup jauh sekitar tiga hari berjalan kaki, sehingga logistik Pemilu 2024 ke TPS Desa Baloa Doda didistribusikan lebih awal,"" ungkapnya.Baca juga:Pria Banggai Aniaya Pacar Usai Curigai Korban Selingkuh dengan Calon MertuaSelain itu, beberapa warga setempat ikut membersamai perjalanan para petugas. Mereka pun harus mendaki gunung, melewati hutan belantara, menerjang beberapa sungai berarus deras hingga diperkirakan tiba di Desa Baloa Doda pada Sabtu (10/2).""Jalannya lewat gunung, hutan dan sungai berarus deras. Semoga dalam perjalanan tim tidak mendapatkan kendala dan hambatan seperti hujan deras serta hewan buas,"" harap Makmur.Baca juga:Berkendara Usai Tenggak Miras, Pemotor di Banggai Tewas Tabrak WarungMakmur menambahkan dalam perjalanan tersebut tim berbekal makanan seadanya seperti beras, mi instan dan sarden. Menurutnya, pengawalan ini sebagai wujud dedikasi Polri untuk suksesnya Pemilu 2024.""Semua ini dilakukan sebagai wujud dedikasi agar pelaksanaan Pemilu 2024 tahap pencoblosan pada 14 Februari nanti dapat berjalan lancar,"" pungkasnya.Simak Video ""Ketua KPU Kaltim Beberkan Tantangan Penyaluran Logistik Pemilu 2024""(ata/ata)polres banggailogistik pemilulogistik pemilu 2024banggaisulteng"
455,"Sebulan 600 Unit Kendaraan Baru, Tak Berbanding dengan Penambahan Jalan di Banggai","BANGGAI RAYA-Jumlah penambahan panjang maupun lebar jalan di Kabupaten Banggai tak sebanding dengan volume peningkatan jumlah kendaraan baru.Berdasarkan catatan Satuan Lalulintas Polres Banggai sebagaimana disampaikan Kasat Lantas AKP I Made Bagus Aditya di hadapan wartawan di Luwuk, Jumat (26/1/2024), jumlah kendaraan di Kabupaten Banggai terus mengalami peningkatan pesat. “Untuk kendaraan roda empat sekira 100 unit sebulan, sementara kendaraan roda dua sekira 500 unit sebulan. Itu kendaraan baru yang keluar dari dealer di Luwuk Banggai, sementara penambahan kendaraan baru tapi dari dealer luar daerah dan beroperasi di Banggai, kami tidak tahu jumlahnya,” ujarnya.BACA JUGA:Pengamanan Pemilu, Polres Banggai Kerahkan 421 Personil dan 61 BKO PoldaDengan peningkatan sekira 600 unit kendaraan baru tersebut, belum sebanding dengan peningkatan volume jalan. Karenanya, jalanan di Luwuk kerap macet dan padat kendaraan.BACA JUGA:Usai Upacara, Kanim Banggai Gelar Syukuran Suksesnya Rangkaian Hari Bhakti Imigrasi ke 74Ia berharap juga, warga tak memarkir kendaraan mereka di badan atau bahu jalan, sebab bisa mengganggu arus lalulintas. “Begitu juga warga yang mau beli kendaraan roda empat, harusnya sudah siap dengan garasi, agar tidak menjadikan jalan sebagai tempat parkir,” tegasnya.BACA JUGA:Cuaca Buruk, Nelayan 62 Tahun di Bualemo Hilang MelautTerkait kondisi jalan yang tidak sebanding dengan peningkatan jumlah kendaraan, ia berharap ada langkah bersama dari pemerintah dan kepolisian serta instansi terkait lain, untuk membicarakan masalah ini, sehingga muncul solusi bersama. DAR"
160,"Kasatgas Humas OMB Tinombala Polres Banggai, Peserta Kampanye Wajib Ajukan Surat Pemberitahuan H-7","KABAR LUWUK  –Kasatgas Humas OMB Tinombala Polres Banggai, Peserta Kampanye Wajib Ajukan Surat Pemberitahuan H-7.Kasatgas Humas OMB Tinombala Polres Banggai,IPTU Al Amin S. Muda, menegaskan bahwa peserta kampanye diharuskan untuk mengajukanSurat Tanda Terima Pemberitahuan (STTP)kepada pihak kepolisian.IPTU Amin menjelaskan proses pengurusan STTP dimulai dari pengajuan surat pemberitahuan oleh peserta kampanye, yang harus diajukan paling lambat H-3 sebelum acara kampanye berlangsung.Menurutnya, surat pemberitahuan yang diajukan mencakup informasi penting seperti ketua tim kampanye, parpol peserta pemilu, calegnya, bentuk kampanye, lokasi, waktu pelaksanaan, juru kampanye, perkiraan jumlah peserta kampanye, jumlah dan jenis kendaraan angkutan peserta kampanye, serta alat peraga yang digunakan.Dokumen ini menjadi acuan bagi kepolisian dalam memperhitungkan personil keamanan yang diperlukan selama kampanye.Amin menekankan bahwa kewajiban ini sesuai dengan Peraturan Komisi Pemilihan Umum (PKPU) Nomor 15 tahun 2023, yang mengamanatkan agar tim kampanye dan pelaksana kampanye memberikan pemberitahuan tertulis ke Komisi Pemilihan Umum (KPU) dan Badan Pengawas Pemilu (Bawaslu) sesuai tingkatan.Hal ini diharapkan dapat menjaga keamanan dan ketertiban masyarakat agar tetap kondusif selama periode kampanye.Pentingnya kerjasama antara peserta kampanye, kepolisian, dan lembaga terkait lainnya dalam menjalankan prosedur ini diharapkan dapat menciptakan lingkungan yang aman dan tertib selama proses kampanye pemilu.Kasatgas Humas OMB Tinombala mengingatkan agar aturan ini diikuti dengan baik demi kepentingan bersama dalam menjaga kondusifitas dan suksesnya proses demokrasi di Banggai.**"
225,Polres Banggai Gencar Ajak Mahasiswa dan Akademisi dalam Dialog Kebangsaan untuk Pemilu 2024 Aman,"KABAR LUWUK  –Polres BanggaiGencar Ajak Mahasiswa dan Akademisi dalam Dialog Kebangsaan untuk Pemilu 2024 Aman.Polres BanggaimelaluiSatuan Intelijen dan Keamanan (Satintelkam) terus aktif dalam upaya pembinaan masyarakat dengan melibatkan para akademisi dankelompok mahasiswadi Kabupaten Banggai.Kegiatan ini bertujuan untuk membangun dialog interaktif kebangsaan sebagai langkah konkret dalam menyongsongPemilihan Umum (Pemilu) 2024yang aman dan damai serta untuk memperkuat persatuan dan kesatuan bangsa.Kasat Intelkam Polres Banggai, AKP Usman, menyampaikan bahwa dialog kebangsaan ini memiliki tujuan utama dalam menjalin silaturahmi dengan kelompok mahasiswa dan akademisi di wilayah tersebut.Dialog tersebut dihelat di Kawasan Bukit Halimun dan melibatkan berbagai pihak untuk saling berkomunikasi demi menciptakan pemahaman yang lebih baik.“Kegiatan ini bertujuan untuk menjalin silaturahmi dengan para kelompok mahasiswa ataupun akademisi di Kabupaten Banggai,” ungkap AKP Usman saat ditemui awak media pada Jumat (28/12/2023).Dalam dialog tersebut, Usman menekankan pentingnya peran pemuda sebagai agen perubahan (Agent Of Change) dalam memperkuat persatuan dan kesatuan bangsa, khususnya selama periode pesta demokrasi.Ia mengajak para pemuda untuk menjadi pemilih yang selektif, tetapi tetap menjaga persatuan demi keamanan dan ketertiban masyarakat (kamtibmas).“Kami mengajak para pemuda dapat selektif dalam menentukan pilihannya saat Pemilu nanti, tapi tetap menjaga persatuan demi kamtibmas yang kondusif,” tambahnya.Usman juga menekankan bahwa perbedaan pilihan politik selama proses demokrasi adalah hal yang wajar, namun tidak boleh memutuskan silaturahmi antarwarga.Harapannya, Pemilu 2024 di Kabupaten Banggai dapat berjalan dengan aman, damai, tertib, dan kondusif.Dengan melibatkan berbagai pihak, termasuk mahasiswa dan akademisi, Polres Banggai berupaya membangun kesadaran bersama tentang pentingnya menjaga persatuan dan kesatuan bangsa, serta memastikan pelaksanaan Pemilu berjalan dengan baik dan aman.**"
148,"Bukti Keseriusan Rektor, 43 Dosen Unismuh Luwuk Tengah Kuliah Doktor","BANGGAI RAYA- Sumber Daya Insani merupakan faktor yang sangat berpengaruh dalam pengembangan perguruan tinggi.Oleh karena itu, Universitas Muhammadiyah Luwuk di bawah pimpinan Rektor Dr. Sutrisno K Djawa terus memberikan perhatian dalam peningkatan kuantitas dan kualitas Dosen.Hal ini ditunjukkan dengan upaya peningkatan kualitas dosen dari tahun ke tahun. Bahkan, saat ini sedikitnya 43 dosen di kampus hijau itu tengah kuliah doktor.“Sebagai informasi bahwa Universitas Muhammadiyah Luwuk saat ini memiliki 152 Dosen tetap yang terdiri atas dosen bergelar Magister sebanyak 130 orang dan bergelar Doktor sebanyak 22 orang,” kata Rektor dalam sambutan akademiknya di acara wisuda, Senin 18 Desember 2023.Dari 130 dosen, 43 orang diantaranya tengah melanjutkan Strata Tiga (S3) di beberapa perguruan tinggi negeri dan swasta ternama di Indonesia.Banyaknya dosen yang tengah kuliah doktor, bukti keseriusan Rektor Unismuh Luwuk, Dr. Sutrisno K Djawa dalam meningkatkan SDM dosen di kampus hijau tersebut.Selain mengirim dosen untuk lanjut S3, Unismuh Luwuk juga berupaya untuk mengakselerasi kenaikan jabatan akademik, dan Pelatihan-pelatihan yang bersertifikasi untuk pengembangan kapasitas dosen dan tenaga kependidikan. (*)"
923,Pemkab Banggai Tingkatkan Kapasitas 291 Sekretaris Desa,"Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI - Dalam upaya memperkuat dan meningkatkan kualitas pelayanan pemerintahan di tingkat desa, Dinas Pemberdayaan Masyarakat dan Desa (DPMD) KabupatenBanggai melaksanakan kegiatan peningkatan kapasitas bagi Sekretaris Desa se-Kabupaten Banggai, Sulawesi Tengah. Sebanyak 291 Sekretaris Desa se-Kabupaten Banggai menerima materi yang berkaitan dengan tugas dan fungsi mereka dalam penyelenggaraan pemerintahan desa. Asisten 3 Setda Banggai, Kamil Datu Adam, menyoroti kompleksitas tugas yang diemban oleh aparat desa dalam melaksanakan berbagai program pembangunan, pemerintahan, pembinaan, dan pemberdayaan masyarakat. “Hal ini sangat penting karena aparatur pemerintah desa adalah sebagai administrator penyelenggara utama aktivitas pembangunan, pemerintahan, pembinaan dan pemberdayaan masyarakat di wilayah desa,” ujar Kamil Datu Adam, Senin (4/3/2024). Salah satu peran penting Sekretaris Desa dalam pengelolaan keuangan yakni penyempurnaan sistem administrasi pemerintahan desa, termasuk pengelolaan dana desa. Sebagai koordinator dan verifikator dalam pengelolaan keuangan desa, Sekretaris Desa memiliki tanggung jawab yang besar dalam menyusun perencanaan pembangunan, mengelola anggaran, dan menyajikan laporan-laporan pemerintahan desa secara akurat dan tepat waktu. Kepala Dinas Pemberdayaan Masyarakat dan Desa (DPMD) KabupatenBanggai , Amin Jumail, menyampaikan harapannya agar pemerintah desa dapat mempercepat penyelesain APBDes guna mendukung pembangunan dan pemberdayaan masyarakat di tingkat desa. ""Saya harapkan bagi desa yang belum memposting APBDes agar segera menyelesaikannya, maka diharapkan seluruh desa sudah cair APBDes-nya, paling tidak dana desa, terutama BPP yang kemudian diberikan kepada si penerima,” jelas Kadis Amin Jumail. Hal tersebut menunjukkan komitmen DPMD KabupatenBanggai untuk memastikan bahwa dana desa tersalurkan dengan cepat dan tepat sasaran kepada masyarakat desa. Pemerintah KabupatenBanggai juga telah mengambil langkah konkret dengan menaikkan penghasilan tetap bagi kepala desa, perangkat desa, dan tunjangan BPD berdasarkan Peraturan Daerah Nomor 1 Tahun 2024. Langkah ini diambil dalam rangka meningkatkan kinerja aparatur pemerintah desa dalam melaksanakan tugas dan fungsi pemerintahan desa, namun disertai dengan penegasan bahwa hal tersebut harus sesuai dengan ketentuan perundang-undangan yang berlaku. (*) "
975,Seorang Pria di Banggai Tewas Tak Wajar di Pos Ronda Berlambang Banteng PDIP,"Laporan Wartawan TribunPalu.com, Asnawi Zikri TRIBUNPALU.COM, BANGGAI -Warga Desa Benteng, Kecamatan Toili, KabupatenBanggai , Sulawesi Tengah heboh dengan penemuan mayat di pos ronda berlambang banteng Partai Demokrasi Indonesia Perjuangan (PDIP), Sabtu (17/2/2024). Jenazah laki-laki itu belakangan diketahui berinisial FK alias M, 19 tahun. Korban ditemukan tergeletak di tanah dengan posisi tengkurap. Kapolsek Toili AKP Nanang Afrioko, mengungkapkan, korban merupakan warga Kecamatan Ampana Tete, Kabupaten Tojo Unauna. Ia menjelaskan, saksi melihat korban dalam keadaan tengkurap di depan pos ronda bercat merah sudah tidak bergerak. ""Karena curiga, saksi mendekat dan berteriak memanggil warga lainnya untuk melihat siapa yang tergeletak,"" ungkapnya. Mendengar teriakan saksi, Nanang menjelaskan, warga pun mendatangi TKP dan melihat korban sudah tidak bernyawa. ""Korban ditemukan dengan seutas tali melingkar di leharnya,"" jelasnya. Nanang menyebutkan, korban diduga mengakhiri hidupnya dengan menggunakan tali jemuran warga sekitar. ""Karena warga melihat tali jemuran di belakang rumah sudah bekas putus,"" sebut Nanang. Dari hasil pemeriksaan dokter, kata Nanang, korban meninggal karena kehabisan oksigen akibat lilitan tali di leher. ""Tidak ditemukan adanya tanda-tanda kekerasan. Dugaan sementara korban meninggal karena gantung diri,"" kata perwira pangkat tiga balak ini. Saat ini, tambahnya, jenazah disemayamkan di rumah kerabat korban sambil menunggu kadatangan keluarga dari Tojo Unauna. (*) "
842,Universitas Padjadjaran – Pemda Banggai Tandatangani Kerja Sama Pendidikan,"BANGGAI RAYA-Universitas Padjadjaran menjalin kolaborasi dengan Kabupaten Banggai, Sulawesi Tengah, melalui penandatangan Nota Kesepakatan Bersama oleh Rektor Unpad Prof. Rina Indiastuti dengan Bupati Banggai Amirudin di ruang Executive Lounge Unpad Kampus Iwa Koesoemasoemantri, Bandung,  Rabu (21/2/2024).“Kerja sama yang akan dijalin adalah kaitannya dengan pendidikan, penelitian, dan pengabdian kepada masyarakat,” kata Rektor, sebagaimana dikutip dari kanal media Unpad https://www.unpad.ac.id, Kamis (22/2/2024).Rektor berharap, ada realisasi yang bisa dilakukan untuk terwujudnya kebermanfaatan bagi kedua belah pihak. Kerja sama yang terjalin juga diharapkan dapat menghasilkan manfaat bagi kemajuan bangsa. Diungkapkan Rektor, Unpad terus meningkatkan kualitas pendidikan, penelitian, dan pengabidan kepada masyarakat. Unpad juga terus mengembangkan diri melalui kolaborasi bersama mitra. Untuk itu, kerja sama dengan Kabupaten Banggai juga dapat terus berkembang.BACA JUGA:Rifat Hakim, Anak Kampung yang Melawan Politik Dinasti di Banggai“Unpad berkomitmen untuk terus meningkatkan kualitas dan reputasi dari pendidikan, penelitian, dan pengabdian pada masyarakat. Melalu banyak mitra kami yakin ada benefit bersama baik bagi Unpad maupun mitra kami, termasuk Kabupaten Banggai yang kedua belah pihak pasti akan diuntungkan atas kerja sama ini,” kata Rektor.BACA JUGA:Pemilu di Banggai Laut, Demokrat Unggul Sementara, Putra Bupati Bakal Jadi Caleg Terpilih NasDemPada kesempatan tersebut, Bupati Banggai Amirudin mengatakan bahwa ada sejumlah kegiatan yang ingin dilakukan bersama Unpad. Di bidang pendidikan, Amirudin berharap kerja sama dengan Unpad dapat meningkatkan akses dan kualitas pendidikan bagi lulusan tingkat SMA dan Aparatur Sipil Negara (ASN) di Kabupaten Banggai.BACA JUGA:Golkar Unggul di Banggai Kepulauan, Kursi Ketua DPRD Lepas dari NasDemTerkait penelitian, ia menginginkan ada tim dari Unpad yang meneliti dan memberi masukan kepada Pemerintah Kabupaten  Banggai mengenai potensi yang perlu digali untuk meningkatkan pendapatan daerah. Pengabdian kepada masyarakat Unpad juga diharapkan dapat dilakukan di Kabupaten Banggai. Hal ini mengingat potensi wisata yang cukup menjanjikan dan dapat  terus ditingkatkan. “Mudah-mudahan setelah hari ini kita tanda tangani kerja sama ini ada hasil yang kita capai,” harapnya.**"
136,Satnarkoba Polres Banggai Ungkap Peredaran Ribuan Obat Jenis THD,"BERITABANGGAI.COM, LUWUK –Personel Satnarkona Polres Banggai mengungkap tindak pidana peredaran obat-obatan sediaan farmasi tanpa izin edar di Kota Luwuk, Jumat (16/6/2023) sekitar pukul 08.27 Wita.Dari pengungkapan yamg dipimpin langsung Kasat Narkoba Iptu Muhammad Kasi. berhasil menangkap seorang pemuda berinisial RC alias R (23) warga Kelurahan Karaton Kecamatan Luwuk, Kabupaten Banggai.Iptu Muhammad Kasim mengungkapkan, pengungkapan ini berawal dari informasi masyarakat yang langasung ditindak lanjuti dengan melakukan serangkaian penyidikan.“Paket ini dijemput oleh rekan pelaku di kantor JNE Jalan Yos Sudarso, Kelurahan Karaton, Kecamatan Luwuk,” ungkapnya.Dari hasil interogasi, tlrekan pelaku ini mengaku jika dirinya disuruh oleh pelaku untuk menjemput paket tersebut.“Kita langsung mengembangkan kasus ini dan berhasil menangkap pelaku tanpa perlawanan dan mengakui bahwa barang bukti tersebut miliknya,” jelasnya.Dari penangkapan ini, Ia menerangkan, pihaknya berhasil menyita barang bukti 5047 butir obat jenis Trihexypenidyl (THD).“Saat ini pelaku sudah diamankan di Mapolres Banggai guna pengembangan lebih lanjut,” pungkasnya.(*)(bb/03)"
176,"Tingkatkan Sinergitas, Polres Banggai Hadiri Pemusnahan Barang Bukti di Kejari","luwuk–Kaur Bin Ops (KBO)sat reskrimpolres banggaiIPTU Teddy Polii, SH menghadiri pemusnahan barang bukti perkara berbagai tindak pidana di halaman Kantor Kejaksaan Negeri (Kejari) Banggai, Selasa (19/12/2023) sore.Pemusnahan barang bukti tindak kejahatan dipimpin langsung Kepala Kejaksaan Negeri Banggai (Kajari) Raden Wisnu Bagus Wicaksono dan dihadiri, unsur Forkopimda, instansi terkait dan para awak media.Adapun barang bukti yang dimusnahkan sebanyak 9 kasus tindak pidana narkotika dengan jenis sabu-sabu total seberat 332,3566 gram dan bong/alat hisab.Dua perkara tindak pidana kesehatan terdiri dari 6177 butir THD dan 15 kosmetika tanpa izin edar. Dan 2 perkara tindak pidana kekerasan terhadap orang dan harta benda berupa parang dan pisau serta 1 kasus tindak pidana umum berupa pakaian dan celana.“Telah dinyatakan berkekuatan hukum tetap (Inkracht) selama kurun waktu bulan September hingga Desember 2023,” ujar KBO Sat Reskrim IPTU Teddy.Ia menjelaskan bahwa pemusnahan barang bukti merupakan salah satu tugas jaksa dalam melaksanakan putusan pengadilan dan juga guna penyelesaian penanganan perkara tindak pidana.“Bahwa Polres Banggai dengan pihak Kejaksaan selalu bersinergi dan saling mendukung. Kekompakan ini akan terus dipertahankan demi terciptanya kamtibmas yang kondusif,” tutupnya  "
979,Pencuri  Ponsel di Luwuk Didor Polisi,"BANGGAI RAYA- Seorang pencuri bernisial IL alias I (19) warga Kota Luwuk dihadiahi timah panas atau didor oleh tim Jatanras Satreskrim Polres Banggai karena mencoba melarikan diri, Sabtu (17/2/2024) sore.Kasat Reskrim Polres Banggai AKP Tio Tondy, mengungkapkan, penangkapan terduga pelaku dilakukan setelah mendapatkan laporan polisi dari korban tentang tindak pidana pencurian ponsel di Kompleks Pelabuhan Rakyat Luwuk.“Kasus ini terjadi pada 5 Pebruari 2024 sekitar pukul 07.00 Wita. Dimana saat itu korban sedang jual durian di depan Pelabuhan Rakyat Luwuk,” ungkapnya kepada wartawan di Kawasan Bukit Halimun, Minggu (18/2/2024) siang.BACA JUGA:Herdi Djiada Pecahkan Kutukan, Motivasi Bagi Mereka yang PesimisTio menuturkan, saat itu korban sedang sibuk melayani pembeli, beberapa saat kemudian korban melihat ponsel merk Realmi 10 warna putih metalik yang sedang dicas sudah hilang.“Setelah menerima laporan korban, anggota Jatanras langsung bergerak melakukan penyelidikan,” tuturnya.BACA JUGA:Efek Kepemimpinan Sulianti Murad, Target 7 Kursi Gerindra TerpenuhiDari hasil penyelidikan, kata Tio, pihaknya berhasil mengantongi identitas pelaku dan langsung melakukan penangkapan di Pelabuhan Rakyat Luwuk.“Pelaku ditangkap ketika sedang duduk-duduk di warung makan area Pelabuhan Rakyat,” kata Tio.Kepada petugas, lanjutnya, pelaku pun mengakui perbuatannya telah mencuri ponsel milik korban yang sedang dicas.“Anggota langsung mengembangkan kasus itu untuk mencari barang bukti,” imbuhnya.BACA JUGA:Untuk Penghijauan, PWI Sulteng Serahkan Pohon ke Pengelola AncolPerwira pangkat tiga balak ini menyebutkan, ketika petugas membawa pelaku untuk pengembangan kasus, pelaku mencoba kabur dengan cara melompat dari dalam mobil.“Anggota sudah berikan tembakan peringatan di udara tapi tidak diindahkan. Sehingga dilakukan tindakan tegas terukur tepat di betis kanan pelaku,” sebutnya.Saat ini pelaku dan barang bukti sudah diamankan di Mapolres Banggai guna menjalani proses hukum lebih lanjut. (*)"
